	mRNA_log2FC	RPF_log2FC	log2FC_TE_v1	pvalue_v1	WT_DMSO_log2TE	GIGYF2_DMSO_log2TE	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust
ENST00000253047.7	0.0779140679644336	0.0558914951197775	-0.0255710067609343	0.920435592586396	2.46108015187159	2.43905773393603	-0.0211925909964935	0.941605684784518	-0.0211925909964935	0.941605684784518	0.999869305886108
ENST00000270538.8	-0.169634081211525	-0.244641157364131	-0.0753302898933288	0.413989266323707	0.0121245193559157	-0.0628825719342483	-0.0750827422868041	0.450017556662221	-0.0750827422868041	0.450017556662221	0.999869305886108
ENST00000395047.6	0.150651695576032	0.00400713148891425	-0.146732816664984	0.0206492209571747	0.662904862547811	0.516260295800454	-0.146636568584508	0.0234125602816797	-0.146636568584508	0.0234125602816797	0.524384035350315
ENST00000261438.10	-0.172327227058803	-0.178651765683002	-0.00700955530960501	0.976289615048008	-1.15755880241617	-1.16388351791839	-0.00600819047765055	0.978174610284035	-0.00600819047765055	0.978174610284035	0.999869305886108
ENST00000156084.8	-0.507300322120497	-0.428599786654972	0.0782258782234158	0.491784176969508	-0.118959604411848	-0.0402591004647605	0.078493774143064	0.529104357294311	0.078493774143064	0.529104357294311	0.999869305886108
ENST00000578681.5	0.003026689528627	0.218303437987288	0.214981128725693	0.0175638787860228	-1.23502498195301	-1.019748277702	0.215520352465529	0.0580610160588986	0.215520352465529	0.0580610160588986	0.77332116319341
ENST00000382452.6	-0.376185434692928	-0.329701228217837	0.0463513887213969	0.506115622398776	-0.422804688167224	-0.376320503219243	0.0465360550661957	0.568080416060743	0.0465360550661957	0.568080416060743	0.999869305886108
ENST00000638119.2	-0.092426819940245	-0.20102518172539	-0.110657237874135	0.638111860586001	2.03761466169591	1.92901642714818	-0.108587534264029	0.571128859800314	-0.110657237874135	0.638111860586001	0.999869305886108
ENST00000357988.9	-0.439835206361693	0.303221583754531	0.738845832237508	0.39128262062943	-1.15117088817722	-0.408143658680671	0.718929461019826	0.839559737013351	0.718929461019826	0.839559737013351	0.999869305886108
ENST00000260600.9	0.113521220556674	-0.0899550039139638	-0.205572144019909	0.388005206679059	-0.640358846467846	-0.843835261316199	-0.203010503401033	0.481710584225644	-0.203010503401033	0.481710584225644	0.999869305886108
ENST00000371442.4	-0.0823473002368753	-0.0950946595721317	-0.0132433906248688	0.932254697967984	-0.560184026089956	-0.572931479068024	-0.0124407611803501	0.944931629956533	-0.0124407611803501	0.944931629956533	0.999869305886108
ENST00000620995.5	-0.174238575518316	0.0076085491519338	0.1808699338327	0.409559837210613	0.314724564311633	0.496571553853983	0.181986410500131	0.471951335349857	0.181986410500131	0.471951335349857	0.999869305886108
ENST00000333213.11	0.0869500574150221	0.344321224675564	0.256045725226663	0.156493348742941	0.232597343047302	0.48996846847768	0.258107598922311	0.181907416911881	0.258107598922311	0.181907416911881	0.999869305886108
ENST00000265421.9	0.235062710950271	-0.23171918202654	-0.468790467521688	0.0315254604729314	0.63722606553706	0.170444096785516	-0.466989533178445	0.0487064561304743	-0.466989533178445	0.0487064561304743	0.725347998431844
ENST00000326735.13	-0.496836366698275	-0.590556662760221	-0.094705998063731	0.748604177671081	-0.416130455573472	-0.5098511624744	-0.0947060028710278	0.784675847218953	-0.0947060028710278	0.784675847218953	0.999869305886108
ENST00000358595.10	-0.171587359518999	-0.0929618426684473	0.0775811071364809	0.600031883918515	0.0295733747542812	0.108198846787291	0.0786247981477608	0.628328610127593	0.0786247981477608	0.628328610127593	0.999869305886108
ENST00000612570.4	0.0081441819364392	-0.0554708478880926	-0.0647288908215378	0.730335197445771	0.682038425094102	0.618423339395757	-0.0633896731842349	0.753190670485803	-0.0633896731842349	0.753190670485803	0.999869305886108
ENST00000343067.8	-0.668313175843144	-0.462931819174513	0.205199549678802	0.0246702081574645	-0.895055271930327	-0.689673961904371	0.205440107887005	0.06506903757149	0.205440107887005	0.06506903757149	0.799419604449734
ENST00000643045.1	-0.124165756547715	0.52473826817035	0.647062620811255	0.129956134272708	-1.87066012239209	-1.22175730874823	0.656007418656673	0.290081384582667	0.656007418656673	0.290081384582667	0.999869305886108
ENST00000330501.12	-0.62042854196275	-0.750273399119955	-0.132080144614652	0.685114424312468	-1.70972685528016	-1.83957220548179	-0.132080151172799	0.741730219356482	-0.132080151172799	0.741730219356482	0.999869305886108
ENST00000395321.6	-2.20429048414436	-2.10397504300173	0.100119033520031	0.525585324499242	2.01394325754035	2.11425868446125	0.0996794938423954	0.487863475334602	0.100119033520031	0.525585324499242	0.999869305886108
ENST00000646001.2	-0.284400754475957	-1.36480247643313	-1.07277280382379	0.981341483197386	0.00162202617555395	-1.07881998634071	-1.07488512395868	0.768408085649559	-1.07277280382379	0.981341483197386	0.999869305886108
ENST00000308330.3	0.0534548522704091	0.203073682566714	0.148355001321777	0.512937253646774	0.183049281146672	0.332667972935114	0.150540406942942	0.570744381401746	0.150540406942942	0.570744381401746	0.999869305886108
ENST00000574813.5	-0.403637797403026	0.654598648739376	1.04987165466006	0.056694296246264	0.0895463131046445	1.14778245932588	1.06699274852644	0.0694207016781341	1.06699274852644	0.0694207016781341	0.808887209243835
ENST00000510994.5	0.00317185220745986	-0.067136902448184	-0.0717483619144064	0.683705493589759	-0.301295408538984	-0.37160424686235	-0.0700400689553988	0.730541630312333	-0.0700400689553988	0.730541630312333	0.999869305886108
ENST00000378617.4	0.0757134608066138	0.527906893555712	0.450328224218955	0.0612040607222962	1.50702246956675	1.95921596570898	0.45324019655934	0.0240387244197097	0.450328224218955	0.0612040607222962	0.776907634260882
ENST00000335154.10	-0.0243798819179699	-1.67197236449784	-1.58892059492708	0.706741645810766	-0.411952161151889	-2.05956847844099	-1.59348123213459	0.582166940179389	-1.58892059492708	0.706741645810766	0.999869305886108
ENST00000314754.12	-0.118130206453966	0.137378517389725	0.254931826259587	0.0668099639160605	1.09891143739101	1.35442017825482	0.255771658776179	0.0416512338746883	0.254931826259587	0.0668099639160605	0.804526053224906
ENST00000369541.4	0.153414467960328	-0.0409610198252383	-0.19485708484118	0.0722003277842233	0.517602609827685	0.323227113070525	-0.194338158522964	0.0828344153621936	-0.194338158522964	0.0828344153621936	0.849739912053946
ENST00000376693.3	0.0470829965212121	-0.0148658570994698	-0.0673508179742455	0.83417350184396	1.81361654626054	1.75166785701115	-0.0614450981062802	0.841622444115448	-0.0614450981062802	0.841622444115448	0.999869305886108
ENST00000267436.9	0.0332213442523898	-0.00694855831614298	-0.0424132947253972	0.879750688559964	1.22870813715593	1.18853816599114	-0.0398450043274214	0.892582419270362	-0.0398450043274214	0.892582419270362	0.999869305886108
ENST00000298159.11	0.15959309118338	-0.309459088179226	-0.478357969870248	0.354658898785341	0.384600508009731	-0.0844520796564063	-0.470222642047756	0.417416631182978	-0.470222642047756	0.417416631182978	0.999869305886108
ENST00000342374.5	0.139593327869503	-0.0857256858212539	-0.225654600791166	0.158908318088146	-0.12660006005505	-0.351919231770915	-0.225271272967634	0.260116564668235	-0.225271272967634	0.260116564668235	0.999869305886108
ENST00000568546.6	-0.0151746260207923	0.16480988857685	0.179584880704066	0.102064561384678	1.63146946879948	1.81145400866781	0.18008473146627	0.0472998823075401	0.179584880704066	0.102064561384678	0.909590909749464
ENST00000242591.10	0.771885909601967	0.205334134147234	-0.569664830994745	0.153665138456491	-0.100137978027598	-0.666690148487489	-0.564294621915841	0.247208793653081	-0.564294621915841	0.247208793653081	0.999869305886108
ENST00000671730.1	-0.101096752576075	0.176858119559478	0.274446223295197	0.509424142186628	-1.60823035208924	-1.33027616110727	0.281067895969978	0.618528411816167	0.281067895969978	0.618528411816167	0.999869305886108
ENST00000251968.4	-0.25193352050346	-0.0152748336539377	0.235158072927441	0.21944038407024	0.850728144311869	1.08738682756127	0.23685290568421	0.199097838997748	0.235158072927441	0.21944038407024	0.999869305886108
ENST00000315891.10	-0.155209934037666	-1.07895850319814	-0.933579017186493	0.0341670181261866	2.0934099181196	1.16966155051398	-0.92716531994298	0.0152033237837192	-0.933579017186493	0.0341670181261866	0.62629418661145
ENST00000592741.5	-0.1474807306561	-0.16657750112878	-0.0192691784864736	0.793330577792646	0.975864666500776	0.956767889715622	-0.019107252691334	0.800058904850329	-0.019107252691334	0.800058904850329	0.999869305886108
ENST00000281405.9	0.409934513984998	0.292863381040631	-0.119498736552193	0.618890000900044	0.180192499586991	0.0631212645302699	-0.115624208763448	0.67196754561368	-0.115624208763448	0.67196754561368	0.999869305886108
ENST00000604567.5	-0.395957243053364	-0.230556542516882	0.164941044787977	0.231755613522317	-1.15724282160565	-0.991842215892484	0.165373742632502	0.33510604174414	0.165373742632502	0.33510604174414	0.999869305886108
ENST00000338560.12	-0.00720528390008604	0.26756781461172	0.274125920937532	0.057056534994765	1.42265171586466	1.69742484210254	0.274912208706538	0.0268241078875447	0.274125920937532	0.057056534994765	0.77332116319341
ENST00000526683.6	-0.122872196781858	-0.101708555397239	0.021022204090809	0.812164302075608	1.27354716541999	1.29471081071989	0.0211276110465835	0.796677949373116	0.021022204090809	0.812164302075608	0.999869305886108
ENST00000366528.3	-0.0354306296959061	-0.430477800595915	-0.396213819615143	0.00647001854853531	1.19713933857873	0.80209218090416	-0.395223011454465	0.00394479959526218	-0.396213819615143	0.00647001854853531	0.253880575744808
ENST00000437807.6	0.321242004758999	-0.0320470213345396	-0.355819767437982	0.152832314384885	1.13971667414949	0.786427652235938	-0.352669119803491	0.148895746441104	-0.355819767437982	0.152832314384885	0.984678561220585
ENST00000339600.6	0.35345497614297	0.274400571068449	-0.0790897444963269	0.39690992344782	2.56079809646964	2.48174371816876	-0.0789234481249537	0.281810931331103	-0.0790897444963269	0.39690992344782	0.999869305886108
ENST00000357043.6	-0.0812532539479535	0.350462787061809	0.431321385794755	0.0384064022660062	0.0201745116185386	0.451890391535844	0.432517280318103	0.089511488940197	0.432517280318103	0.089511488940197	0.867378935082473
ENST00000301738.9	-0.0430695027396246	0.0707319232832449	0.11328227172087	0.440481686538696	0.021656752891925	0.135458109605432	0.113903009781341	0.505449249602946	0.113903009781341	0.505449249602946	0.999869305886108
ENST00000431635.6	-0.0991967590552261	-0.0672013292031037	0.031879908470274	0.684326287019056	-0.1006539628715	-0.0686585553011053	0.0321087383134435	0.722357469521911	0.0321087383134435	0.722357469521911	0.999869305886108
ENST00000448257.6	0.228830834666863	0.172798208258539	-0.0563037067162331	0.672140693326893	3.81796171515496	3.76192916641392	-0.0560577887508544	0.517525088678432	-0.0563037067162331	0.672140693326893	0.999869305886108
ENST00000262302.14	0.145784432529632	-0.00290099783162171	-0.14978252228827	0.383623541517847	1.23132188360968	1.08263647682367	-0.148349884992154	0.355225509024125	-0.14978252228827	0.383623541517847	0.999869305886108
ENST00000540200.6	0.0202657747271885	0.174775387152594	0.154235803194183	0.0968638166735305	-0.940204462645661	-0.785694883724166	0.154563285853336	0.162732947652207	0.154563285853336	0.162732947652207	0.998544175393689
ENST00000246535.4	-0.345421835062465	-0.19824760415111	0.146529165345169	0.324762202222011	-0.0642887701690457	0.0828854009747857	0.147222450347504	0.380035798317448	0.147222450347504	0.380035798317448	0.999869305886108
ENST00000558320.5	0.189982726228068	-0.395602459366413	-0.590657963595748	0.161646905088727	1.09127467563477	0.505689241119797	-0.586289251911649	0.192135451695242	-0.586289251911649	0.192135451695242	0.999869305886108
ENST00000645843.1	0.0845945594866022	0.274615503655274	0.186986228510318	0.547779534519725	0.496440389135998	0.686461229395515	0.191653678038188	0.559872231728648	0.191653678038188	0.559872231728648	0.999869305886108
ENST00000665070.1	-0.0668676303870772	-0.00799798629304296	0.0577757611628824	0.778680254277853	0.89837513965448	0.957244711802696	0.0592841371939277	0.789410874020382	0.0592841371939277	0.789410874020382	0.999869305886108
ENST00000328666.11	-0.135178134496456	-0.150712705695698	-0.016789836154333	0.937047389380502	-0.223190284743103	-0.238724989980941	-0.0151650136760337	0.949711203264665	-0.0151650136760337	0.949711203264665	0.999869305886108
ENST00000630499.2	-0.194934228943932	-1.4946909880557	-1.25904463961132	0.884961436025137	-1.27253553279647	-2.57232303273289	-1.2632052155212	0.693878553407254	-1.25904463961132	0.884961436025137	0.999869305886108
ENST00000606214.5	-0.168635882625966	-0.289689000343779	-0.122917566581886	0.560189653040804	1.49093593029341	1.36988283360488	-0.121001586865965	0.539070285115006	-0.122917566581886	0.560189653040804	0.999869305886108
ENST00000381237.6	0.159815970791712	0.122422782331801	-0.0379712119769466	0.769748534318526	0.555296249745254	0.517903041130606	-0.0370599031354123	0.787897832413084	-0.0370599031354123	0.787897832413084	0.999869305886108
ENST00000417314.2	0.400368515965991	0.129629773065535	-0.272785066027998	0.360191217757601	-0.528244280342543	-0.798983312619133	-0.269686952599062	0.464535399402039	-0.269686952599062	0.464535399402039	0.999869305886108
ENST00000265663.12	0.230317955188652	0.212932982654325	-0.0185200989494705	0.957393628676691	-2.62425525056648	-2.64164062546111	-0.015872880962907	0.966874841800818	-0.015872880962907	0.966874841800818	0.999869305886108
ENST00000281871.11	-0.118790107594868	0.155329417128229	0.273578969174844	0.187930440691423	-1.58595815867101	-1.3118390421631	0.275001207720898	0.33674458926673	0.275001207720898	0.33674458926673	0.999869305886108
ENST00000672280.1	0.0159212647305737	-0.10441946370946	-0.12132488920983	0.495464757415952	2.21910856548588	2.09876792247435	-0.120145129268871	0.388841643642767	-0.12132488920983	0.495464757415952	0.999869305886108
ENST00000294742.6	0.142886846741986	0.0350881477426509	-0.108096933620233	0.320233956824936	0.270284773244624	0.162486051794066	-0.107781167230455	0.364128213441813	-0.107781167230455	0.364128213441813	0.999869305886108
ENST00000247452.4	-0.440887503070764	-0.235422275643269	0.203005025189568	0.438457234025907	0.978563859902701	1.18402909138035	0.205428221618313	0.399205504618815	0.203005025189568	0.438457234025907	0.999869305886108
ENST00000397609.6	0.0396114687259171	-0.131133561518628	-0.171249167785891	0.14995276280316	0.52964636616858	0.358901321434689	-0.170694964252033	0.169283861072074	-0.170694964252033	0.169283861072074	0.998544175393689
ENST00000448666.7	0.298574014668541	0.158777077784546	-0.140664817128471	0.418309307110471	1.47182551230708	1.33202857627092	-0.139508376551804	0.409084578708501	-0.140664817128471	0.418309307110471	0.999869305886108
ENST00000354911.9	0.076673283504202	-0.0996366987345169	-0.176382930577278	0.269443092038222	-1.09210537733775	-1.26841551230014	-0.176382936732657	0.389345017598131	-0.176382936732657	0.389345017598131	0.999869305886108
ENST00000451578.6	0.0799976035704286	0.165819695167839	0.0770654746787329	0.875363214360637	0.249586452098192	0.335408321267856	0.0888781477774634	0.861574967440439	0.0770654746787329	0.875363214360637	0.999869305886108
ENST00000262640.11	0.759981151069449	-0.0825014576995762	-0.845008288664287	0.000215469224941818	2.18024268360098	1.33776017618353	-0.842178796618377	1.14129971056948e-05	-0.845008288664287	0.000215469224941818	0.0198539500124961
ENST00000446526.8	0.347614522983224	0.334759595282997	-0.0141089741299039	0.927474139239693	0.507902067954239	0.495047112860339	-0.0122023560919096	0.943147827028472	-0.0122023560919096	0.943147827028472	0.999869305886108
ENST00000453200.6	0.709839640764856	0.506957920469759	-0.203860149449257	0.236338018852023	-0.246391298350148	-0.449273102951848	-0.201741209914263	0.331363528699458	-0.201741209914263	0.331363528699458	0.999869305886108
ENST00000673310.1	-0.0664833192952256	-0.418456874108129	-0.354666055721751	0.412719818079167	-2.2303409326704	-2.58231528030943	-0.353130723068004	0.525739403026167	-0.353130723068004	0.525739403026167	0.999869305886108
ENST00000548125.5	0.270443466928669	-0.0855780563141062	-0.35784357045388	0.0870154001443612	-0.610330851831237	-0.966352520969435	-0.355610054653016	0.161006718856223	-0.355610054653016	0.161006718856223	0.996786776920834
ENST00000344417.10	0.421611649009827	0.530657801773892	0.108009816342444	0.562458886998502	-0.46008105608773	-0.351035033242212	0.109908243497252	0.638649323219582	0.109908243497252	0.638649323219582	0.999869305886108
ENST00000398073.7	-0.0780378601794758	0.337900716113152	0.415152741160249	0.0566454619928795	-2.28940025966414	-1.87346197392564	0.417122945210207	0.168422622255799	0.417122945210207	0.168422622255799	0.998544175393689
ENST00000373548.8	-0.379044975128277	-0.340202614551199	0.0386805477643954	0.602947117971125	0.548184810121222	0.587027168460776	0.0388444483374812	0.598388824403901	0.0386805477643954	0.602947117971125	0.999869305886108
ENST00000368235.8	0.169586535143607	0.311193660280595	0.141029923673148	0.361716148027719	1.06063647735538	1.20224359961766	0.142032505946742	0.345233880700383	0.141029923673148	0.361716148027719	0.999869305886108
ENST00000361523.8	0.282120726162553	0.190338923645801	-0.0926154430883521	0.629245507332413	-1.21595448418759	-1.30773645738629	-0.0910277527142891	0.708888977865096	-0.0910277527142891	0.708888977865096	0.999869305886108
ENST00000269187.10	-0.111048257596548	-0.377608972773569	-0.269063282787333	0.346495269304764	-0.0243437517513563	-0.29090471118683	-0.266823003688724	0.422069635198702	-0.266823003688724	0.422069635198702	0.999869305886108
ENST00000262370.12	-0.248206091254275	-0.0156247616983663	0.23130322508888	0.280915139048487	0.338935699450838	0.571516918807884	0.233081042414659	0.334729046003844	0.233081042414659	0.334729046003844	0.999869305886108
ENST00000222574.9	0.174915089902827	-0.163916739316311	-0.344179443369274	0.29848642252197	0.930632916636948	0.591801058831694	-0.338228059948499	0.310953597755706	-0.338228059948499	0.310953597755706	0.999869305886108
ENST00000526092.6	0.808543247133488	1.35907528068942	0.546345066826082	0.142472235379045	-0.253141994517314	0.297389886303974	0.559804330001055	0.208703852813454	0.559804330001055	0.208703852813454	0.999869305886108
ENST00000309784.9	0.0653723865697407	-0.0247546784144901	-0.0913888453687011	0.624493417704322	0.446689814048258	0.356562682484793	-0.0898115237836477	0.661235449835731	-0.0898115237836477	0.661235449835731	0.999869305886108
ENST00000376588.4	0.315173618634188	0.343916120011216	0.0283932583407059	0.796884659392909	1.16136999201506	1.19011249653226	0.0289049262963843	0.781233165993824	0.0283932583407059	0.796884659392909	0.999869305886108
ENST00000308683.3	-0.0256123111245547	0.273037361746952	0.298557651159987	0.0163754685448372	-0.10378002122849	0.19486958602501	0.298880776343717	0.0473253613890499	0.298880776343717	0.0473253613890499	0.719289734219433
ENST00000376962.10	-0.113458986338303	-0.166274899908398	-0.053884461000298	0.767422087233299	-0.0450674848125385	-0.09788350379893	-0.0525484838724268	0.801266137089914	-0.0525484838724268	0.801266137089914	0.999869305886108
ENST00000357430.8	-0.145408577134374	-0.21375139768527	-0.0688471124044618	0.556325597956371	0.333914251508799	0.265571408084888	-0.0683164084324953	0.585985292698325	-0.0683164084324953	0.585985292698325	0.999869305886108
ENST00000331573.8	-0.00927036551311626	0.0678453134731444	0.0769742073704727	0.348133908399096	-0.171203316804033	-0.0940876698047851	0.0772764297113431	0.433490931506963	0.0772764297113431	0.433490931506963	0.999869305886108
ENST00000319285.5	0.0572016526150641	0.0796808141641542	0.0220310280598184	0.841652251093366	1.13254975295196	1.15502891852526	0.0226715546443121	0.827280078850084	0.0220310280598184	0.841652251093366	0.999869305886108
ENST00000621355.4	1.13694653573241	1.74647353284397	0.60844192407687	0.137434818588275	-1.34277669796578	-0.733250167995854	0.62655797822689	0.306233401981086	0.62655797822689	0.306233401981086	0.999869305886108
ENST00000416247.4	0.246259305096431	-0.188602463291136	-0.436711533669775	0.176769399010065	-1.22183694028402	-1.65669913045285	-0.435025145596735	0.291404373690737	-0.435025145596735	0.291404373690737	0.999869305886108
ENST00000375256.5	0.0738229055246484	-0.560668175487282	-0.637069722724887	0.0595451753101959	-1.38214178960001	-2.01663333100322	-0.635650277812607	0.13508423811673	-0.635650277812607	0.13508423811673	0.964753866688339
ENST00000248633.9	0.214527677585183	0.190399230057447	-0.026766428967266	0.915529736894295	0.294129798556454	0.270001240562471	-0.0231291757263512	0.935232949837307	-0.0231291757263512	0.935232949837307	0.999869305886108
ENST00000270139.8	0.0872898932941507	-0.112792993964288	-0.201263334070309	0.293466074221972	-0.618109929983255	-0.81819296827379	-0.199703158986255	0.394234354520977	-0.199703158986255	0.394234354520977	0.999869305886108
ENST00000322723.9	0.0131351445268531	0.0996001658113968	0.0863722549621282	0.131374633746757	-0.651685760618424	-0.565220757542157	0.0865243070885213	0.208107265315273	0.0865243070885213	0.208107265315273	0.999869305886108
ENST00000618958.2	0.00245918105072621	-0.19427576675307	-0.196852194262954	0.0477728920082427	2.34876564247686	2.15203072261589	-0.196698059412246	0.0142521124248516	-0.196852194262954	0.0477728920082427	0.723342830159838
ENST00000367109.7	-0.163395766788871	-0.0277680021660601	0.13486964926781	0.368192406654544	-0.355583152460855	-0.219955458146175	0.135792734727329	0.436520957941326	0.135792734727329	0.436520957941326	0.999869305886108
ENST00000246548.9	-0.0328529502160856	0.0566837853310987	0.0893840259939812	0.243385638351357	-0.21304371684208	-0.123507000032119	0.0896500901601633	0.303224467619125	0.0896500901601633	0.303224467619125	0.999869305886108
ENST00000372692.8	0.144678214930702	-0.0325008606466589	-0.177202474082471	0.0144317410694093	0.0611950686352188	-0.115984040568328	-0.177172965481186	0.0441066113301219	-0.177172965481186	0.0441066113301219	0.697454666817297
ENST00000651024.1	-0.239146150117716	-0.205632691468637	0.0331495843344134	0.717116477950623	0.337654194067834	0.371167641210715	0.0335563275106086	0.726486547431389	0.0335563275106086	0.726486547431389	0.999869305886108
ENST00000358951.7	0.367069413047352	0.416137166518582	0.0484389957085818	0.68473189392409	-0.106982750815985	-0.0579150323182405	0.0493998370233657	0.71601660146627	0.0493998370233657	0.71601660146627	0.999869305886108
ENST00000262259.7	-0.079312309652978	-0.0411790649935182	0.0371772638964827	0.861823265725539	-1.87957037084379	-1.84143739362775	0.0389812560957408	0.895567848556666	0.0389812560957408	0.895567848556666	0.999869305886108
ENST00000426837.6	-0.417160154123629	-0.154528202433757	0.26112528220162	0.346811218057263	-1.16379000882979	-0.901158426044203	0.263370337150397	0.466849393675412	0.263370337150397	0.466849393675412	0.999869305886108
ENST00000555238.5	-0.194206879827442	-0.0105590265248465	0.182498377091549	0.455784552511466	-0.166174553415644	0.0174730596730726	0.184386735659108	0.545663951582381	0.184386735659108	0.545663951582381	0.999869305886108
ENST00000393077.3	0.116150994320324	0.0483977914121559	-0.0697835324997143	0.799271854240867	-1.01537219449872	-1.0831256647828	-0.0668825927566905	0.843393069028334	-0.0668825927566905	0.843393069028334	0.999869305886108
ENST00000340941.11	0.362821323846704	0.250963723939084	-0.112010919968182	0.317794610929348	0.476629627146165	0.364771993287568	-0.111739708485823	0.378212373755742	-0.111739708485823	0.378212373755742	0.999869305886108
ENST00000370823.7	0.0474406862304094	-0.0800924844455907	-0.128612755663888	0.399501100093176	0.195894279026619	0.0683610608592745	-0.127356684844325	0.450802308653712	-0.127356684844325	0.450802308653712	0.999869305886108
ENST00000290541.7	0.192360286321717	0.16334702148939	-0.0290842193327673	0.705335093530778	1.89592263843771	1.86690937374487	-0.028999336045137	0.696729300946716	-0.0290842193327673	0.705335093530778	0.999869305886108
ENST00000267978.10	-0.579011234317219	-0.403011115206985	0.172308433964085	0.531831818788419	0.271239235145386	0.447239259093399	0.175596760315444	0.541235581760816	0.175596760315444	0.541235581760816	0.999869305886108
